#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
19585313_0_A1DJNUJZN8FE7N	there are some fundamental differences between the three models with favor To the Dutch And Swiss	there are some fundamental similarities between the three models with favor To the Dutch And Swiss	1	Taking A cue from the success <unk> the Swiss And Dutch healthcare models proves Obamacare can work too	Obamacare is sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
19126908_0_A1OYYWJ2B7OQTD	the Court needs To seem politically impartial	the Court doesn't need To seem politically impartial	1	The justices are allowed their opinions	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
20936191_216_A104V8NZIQFN2F	cheating is how you get ahead in life	cheating is not how you get ahead in life	1	They can not be cheated through like most other classes	Foreign language classes should be mandatory in college	Should Foreign Language Classes Be Mandatory in College	A Princeton University proposal would require students To study A language other than English even if they are already proficient in A foreign language
18865848_125_A104V8NZIQFN2F	the media pays attention only To the extremists	the media have spotted A widespread trend	1	A small group choose To interpret the Old Testament in its literal word that drive A harmful message	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18244013_335_AE861G0AY5RGT	everyone wants A different view	no one wants A different view	0	Comment sections provide different views on opinion pieces	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17288999_52_AA7ASGQEOMKEZ	the people likely To be in charge <unk> Iran in the long term view the US much worse than it current leadership	the people likely To be in charge <unk> Iran in the long term view the US much more favorably than it current leadership	0	Iran is not in the game just for today but has long term goals And plans A major weakness <unk> the nuclear agreement signed with Iran which guarantees Iran A free nuclear hand in A decade or so	Iran remains A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18249225_121_AYFOAD75CRBKE	fight is the driving force <unk> democracy	conversation is the driving force <unk> democracy	1	Comments sections are full <unk> partisan individuals looking for A fight not A conversation	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18432065_0_A2D7S8Y2FAUWMC	A doctor has A responsibility To treat patients problems not their future addiction problems	A doctor has A responsibility To treat patients problems at all costs	1	There are many treatments that doctors need To learn To help people in pain	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18179593_0_A3TKD7EJ6BM0M5	more money means A better education for everyone	more money does not mean A better education for everyone	1	Public University accept out <unk> state students so they can get more money	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
18866895_404_A247LJDZOGXJK6	Rick Allen is not A good Christian	Rick Allen is what people thing <unk> as A good Christian	1	Christian congressman Rick Allen advocating for death is harmful To gays	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18250168_445_A2QVMCGDLTWV9	compromises are good solutions which solve underlying problems	compromises are poor solutions which don't solve underlying problems	0	We are able To take into consideration all views And come To A compromise	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19135306_77_AE861G0AY5RGT	extreme cases never happen	extreme cases seldom happen	1	Supreme Court Justices should be allowed To voice their opinion in extreme cases	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18179798_127_A34QZDSTKZ3JO9	tuition from out <unk> state students can raise the rate <unk> in state students	tuition from out <unk> state students can lower the rate <unk> in state students	1	They want To take advantage <unk> higher tuitions paid by foreign And out <unk> state students	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
